Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Branch_Code,Remarks,Loan_Status
LP200046,Male,Yes,1,Not Graduate,No,2374,2101.0,147.0,168.0,1.0,Urban,BR-BLR,,N
LP200119,Male,Yes,0,Not Graduate,No,2297,2461.0,,384.0,0.0,Urban,BR-KOL,,N
LP200131,MALE,No,0,Graduate,  No ,4999,1985.0,,360.0,,SEMIURBAN,BR-MUM,referred by agent,N
LP001994,Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,BR-CHN,,N
LP002128,Male,Yes,2,Graduate,,2583,2330.0,125.0,360.0,1.0,rural,BR-HYD,,Y
LP002263,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,,URBAN,BR-KOL,,Y
LP200128,,Yes,0,Not Graduate,,1902,1880.0,98.0,360.0,1.0,Rural,BR-CHN,,Y
LP002960,Male,Yes,0,Not Graduate,,2400,3800.0,,180.0,1.0,Urban,BR-KOL,,N
LP200064,Male,Yes,2,Graduate,No,7029,1705.0,219.0,,1.0,Semiurban,BR-CHN,,Y
LP002958,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,BR-HYD,,Y
LP001765,,YES,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP002555,Male,Yes,2,Graduate,  Yes ,4583,2083.0,160.0,360.0,1.0,Semiurban,BR-HYD,,Y
LP002938,Male,YES,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,,,Y
LP002087,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,BR-KOL,,Y
LP001225,Male,YES,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,BR-BLR,,N
LP001068,Male,Yes,0,Graduate,No,2799,2253.0,122.0,360.0,,Semiurban,BR-CHN,,Y
LP200104,male,Yes,0,Graduate,No,6188,0.0,147.0,360.0,1.0,Urban,BR-BLR,,Y
LP001579,Male,No,0,Graduate,No,17162,0.0,63.0,480.0,,Semiurban,BR-BLR,,N
LP001073,Male,Yes,2,Not Graduate,,4226,1040.0,110.0,360.0,1.0,urban,BR-KOL,,Y
LP002447,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,,Urban,BR-MUM,,Y
LP001259,Male,Yes,1,Graduate,YES,1000,3022.0,110.0,360.0,1.0,Urban,BR-MUM,,N
LP002209,Female,no,0,Graduate,,2764,1459.0,110.0,360.0,1.0,Urban,BR-HYD,referred by agent,Y
LP002332,Male,Yes,0,Not Graduate,,2253,2033.0,110.0,360.0,1.0,Rural,BR-BLR,,Y
LP002225,male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,BR-KOL,,Y
LP001398,Male,No,0,Graduate,,5050,0.0,118.0,360.0,1.0,Semiurban,BR-MUM,walk-in applicant,Y
LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,BR-DEL,pending review,Y
LP200146,Male,Yes,0,Graduate,No,9885,0.0,182.0,180.0,1.0,Rural,BR-CHN,,Y
LP001520,Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP002337,Female,,0,Graduate,No,2995,0.0,60.0,360.0,,Urban,BR-BLR,,Y
LP200084,FEMALE,No,0,Graduate,No,3883,0.0,109.0,336.0,0.0,Semiurban,BR-KOL,,N
LP001814,Male,Yes,2,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,BR-HYD,,Y
LP001699,male,No,0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,BR-CHN,,Y
LP002683,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,BR-DEL,,N
LP001146,Female,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,BR-DEL,,N
LP002234,Male,no,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,BR-BLR,,Y
LP200120,,Yes,0,Graduate,Yes,1959,4114.0,171.0,360.0,,Semiurban,BR-BLR,,Y
LP200112,Male,No,0,Graduate,No,6263,0.0,151.0,372.0,1.0,Urban,BR-BLR,,Y
LP002223,Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,,Semiurban,BR-CHN,,Y
LP001006,Male,Yes,0,  Not Graduate ,No,2583,2358.0,120.0,360.0,1.0,Urban,BR-BLR,,Y
LP002237,Male,No,1,graduate,,3667,0.0,113.0,180.0,1.0,Urban,BR-KOL,,Y
LP200085,Male,Yes,2,NOT GRADUATE,No,2301,1792.0,45.0,336.0,1.0,Semiurban,BR-CHN,,Y
LP200132,Male,Yes,0,  Graduate ,No,4507,5995.0,267.0,372.0,1.0,Semiurban,BR-KOL,,Y
LP002489,Female,No,1,Not Graduate,,5191,0.0,132.0,360.0,1.0,Semiurban,BR-KOL,follow-up needed,Y
LP001996,Male,no,0,Graduate,No,20233,0.0,480.0,360.0,1.0,rural,BR-KOL,,N
LP002943,Male,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,BR-BLR,pending review,N
LP001138,Male,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,,,Y
LP001265,Female,No,0,Graduate,no,3846,0.0,111.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP002837,Male,YES,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,BR-DEL,,N
LP001487,Male,No,0,Graduate,,4895,0.0,102.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP001692,Female,No,0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP001529,Male,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,BR-CHN,walk-in applicant,Y
LP001431,Female,NO,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,BR-MUM,,Y
LP200138,Male,Yes,2,Not Graduate,No,4142,984.0,113.0,360.0,1.0,Urban,BR-HYD,,Y
LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,BR-CHN,,Y
LP002588,Male,,0,Graduate,No,4625,2857.0,111.0,12.0,,Urban,BR-HYD,,Y
LP002494,Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,BR-BLR,,Y
LP200114,Male,yes,2,Graduate,No,4813,5944.0,197.0,360.0,1.0,Semiurban,BR-HYD,,Y
LP200102,Male,Yes,1,Not Graduate,No,2534,2638.0,89.0,336.0,1.0,  Semiurban ,BR-CHN,,Y
LP200152,  Male ,Yes,0,Not Graduate,No,2907,1591.0,94.0,456.0,0.0,Urban,BR-MUM,,N
LP001594,Male,Yes,0,Graduate,  No ,5708,5625.0,187.0,360.0,1.0,Semiurban,BR-CHN,walk-in applicant,Y
LP002068,Male,No,0,Graduate,No,4917,0.0,130.0,,0.0,Rural,BR-MUM,,Y
LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,BR-KOL,,N
LP200082,Male,Yes,1,Graduate,No,6382,0.0,161.0,360.0,,Rural,BR-KOL,pending review,Y
LP002637,Male,No,0,  Not Graduate ,No,3598,1287.0,100.0,360.0,1.0,Rural,BR-BLR,,N
LP001489,Female,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,BR-DEL,,N
LP002143,Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,,,Y
LP001326,Male,No,0,Graduate,,42948,0.0,,360.0,,Urban,BR-HYD,referred by agent,N
LP001572,Male,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,BR-HYD,,Y
LP200036,Male,Yes,0,Not Graduate,No,3813,1442.0,120.0,276.0,1.0,Semiurban,BR-MUM,,Y
LP001665,Male,Yes,1,Graduate,  No ,3125,2583.0,170.0,360.0,1.0,Semiurban,BR-MUM,,N
LP002024,,Yes,0,Graduate,  No ,2473,1843.0,159.0,360.0,1.0,Rural,BR-HYD,,N
LP001770,Male,No,,Not Graduate,No,3189,2598.0,120.0,,1.0,Rural,BR-MUM,,Y
LP002043,Female,No,1,Graduate,No,3541,0.0,112.0,360.0,,Semiurban,BR-KOL,,Y
LP002543,Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,BR-BLR,,Y
LP001630,Male,No,0,Not Graduate,No,2333,1451.0,102.0,480.0,0.0,Urban,BR-MUM,referred by agent,N
LP200184,Male,No,0,Graduate,Yes,10914,0.0,195.0,348.0,0.0,Urban,BR-BLR,,N
LP002531,,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP001137,female,No,0,GRADUATE,No,3410,0.0,88.0,,1.0,Urban,BR-HYD,,Y
LP001282,Male,Yes,0,Graduate,No,2500,2118.0,104.0,,1.0,Semiurban,BR-CHN,,Y
LP002571,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,BR-MUM,,Y
LP001504,Male,No,0,Graduate,Yes,6950,0.0,175.0,180.0,,Semiurban,BR-HYD,,Y
LP002562,Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,,Urban,BR-BLR,walk-in applicant,Y
LP002205,Male,No,1,Graduate,,3062,1987.0,111.0,180.0,0.0,Urban,BR-MUM,referred by agent,N
LP200017,Male,Yes,1,Not Graduate,No,5065,1179.0,175.0,384.0,,Urban,BR-HYD,,Y
LP001872,Male,No,,Graduate,Yes,5166,0.0,128.0,360.0,,Semiurban,,,Y
LP200154,Female,No,1,NOT GRADUATE,Yes,3970,0.0,65.0,372.0,1.0,Semiurban,BR-HYD,,N
LP200109,Male,  No ,0,Not Graduate,No,3414,0.0,75.0,36.0,1.0,  Semiurban ,BR-KOL,,N
LP001123,Male,Yes,0,graduate,No,2400,0.0,75.0,360.0,,Urban,BR-KOL,,Y
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,BR-KOL,,N
LP002692,Male,yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,BR-MUM,,Y
LP002444,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,,Semiurban,BR-CHN,,N
LP001514,Female,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,BR-HYD,walk-in applicant,Y
LP200106,  Male ,Yes,0,  Not Graduate ,No,2255,2497.0,108.0,360.0,1.0,Urban,BR-CHN,follow-up needed,Y
LP001891,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,BR-DEL,,Y
LP002272,Male,,2,Graduate,No,3276,484.0,135.0,360.0,,Semiurban,BR-DEL,pending review,Y
LP001289,MALE,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,BR-DEL,,Y
LP200105,Male,Yes,2,Graduate,No,4724,5489.0,213.0,372.0,1.0,Semiurban,BR-MUM,,Y
LP200116,Male,Yes,0,Graduate,No,2445,2159.0,124.0,360.0,,Urban,BR-MUM,,Y
LP001974,Female,No,0,  Graduate ,,5000,0.0,132.0,360.0,1.0,Rural,BR-BLR,pending review,Y
LP200178,,Yes,2,Graduate,  No ,4280,0.0,95.0,336.0,1.0,Urban,BR-BLR,,N
LP200032,Male,Yes,0,Graduate,No,9743,0.0,175.0,180.0,1.0,rural,BR-HYD,,Y
LP001843,Male,Yes,1,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,BR-HYD,,Y
LP200002,Female,No,0,Graduate,No,3037,0.0,30.0,,1.0,Urban,BR-HYD,,Y
LP002684,Female,No,0,Not Graduate,No,3400,0.0,626.0,360.0,1.0,Rural,BR-HYD,,N
LP001497,Male,Yes,2,Graduate,,5042,2083.0,185.0,360.0,1.0,Rural,BR-HYD,walk-in applicant,N
LP200179,male,No,0,Graduate,No,2671,19503.0,107.0,348.0,1.0,Semiurban,BR-MUM,,Y
LP002877,Male,Yes,1,Graduate,No,1782,2232.0,,360.0,1.0,Rural,BR-CHN,,Y
LP002229,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP200121,Male,Yes,3+,Graduate,No,6522,0.0,1056.0,372.0,1.0,SEMIURBAN,BR-BLR,,N
LP001925,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,BR-CHN,,N
LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,BR-KOL,,Y
LP002990,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,BR-HYD,,N
LP200080,Male,no,0,Not Graduate,No,3644,0.0,105.0,348.0,1.0,Rural,BR-BLR,,Y
LP002281,Male,Yes,0,Graduate,NO,3033,1459.0,95.0,360.0,1.0,Urban,BR-BLR,,Y
LP002459,Male,yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,BR-CHN,pending review,Y
LP002408,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP200025,Male,Yes,1,Graduate,No,5559,5316.0,294.0,372.0,1.0,Urban,BR-BLR,,Y
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP001574,Male,Yes,0,Graduate,No,3707,3166.0,182.0,,1.0,Rural,BR-KOL,,Y
LP001136,Male,Yes,0,Not Graduate,  Yes ,4695,0.0,96.0,,1.0,Urban,BR-KOL,,Y
LP002053,Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP001978,Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,BR-DEL,,Y
LP200167,Female,No,1,Graduate,No,13393,0.0,43.0,360.0,1.0,urban,BR-BLR,,Y
LP002379,Male,  No ,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,BR-HYD,referred by agent,N
LP001014,Male,Yes,3+,Graduate,No,3036,2504.0,158.0,360.0,0.0,Semiurban,BR-HYD,,N
LP200137,Male,Yes,2,Not Graduate,No,6216,1563.0,191.0,492.0,1.0,Semiurban,BR-BLR,pending review,N
LP001535,Male,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,BR-KOL,pending review,Y
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,,Rural,BR-MUM,walk-in applicant,Y
LP001846,Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,BR-BLR,,Y
LP001516,Female,Yes,2,  Graduate ,No,14866,0.0,70.0,360.0,1.0,Urban,BR-CHN,,Y
LP001904,Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,BR-CHN,,Y
LP001585,,Yes,3+,Graduate,No,51763,0.0,700.0,300.0,1.0,Urban,BR-CHN,,Y
LP200185,Male,Yes,3+,Not Graduate,No,3804,0.0,,192.0,,Urban,,,N
LP002398,Male,No,0,graduate,,1926,1851.0,50.0,360.0,1.0,Semiurban,BR-CHN,walk-in applicant,Y
LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,BR-KOL,,Y
LP001844,Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,,Urban,BR-CHN,,N
LP001266,  Male ,Yes,1,Graduate,Yes,2395,0.0,,360.0,1.0,Semiurban,BR-MUM,,Y
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP002130,Male,yes,,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,BR-CHN,,N
LP002211,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,BR-DEL,,Y
LP001955,Female,No,0,Graduate,No,5000,2541.0,,480.0,1.0,rural,BR-DEL,,N
LP001318,Male,Yes,2,Graduate,NO,6250,5654.0,188.0,180.0,1.0,Semiurban,BR-MUM,,Y
LP200158,Male,No,1,Graduate,No,3006,1977.0,115.0,168.0,,Urban,BR-HYD,,N
LP001894,MALE,Yes,0,Graduate,No,2620,2223.0,,360.0,1.0,Semiurban,BR-MUM,,Y
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,BR-MUM,pending review,N
LP200136,Female,No,0,Graduate,No,2573,1614.0,80.0,384.0,,Urban,BR-MUM,,Y
LP001032,Male,No,0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,BR-CHN,,Y
LP002767,Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,BR-HYD,,Y
LP001451,Male,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,0.0,Urban,BR-CHN,,N
LP001087,Female,No,2,Graduate,,3750,2083.0,120.0,360.0,1.0,Semiurban,BR-DEL,referred by agent,Y
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,BR-KOL,,Y
LP001280,Male,yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,,Semiurban,BR-MUM,,Y
LP001949,Male,Yes,3+,GRADUATE,,4416,1250.0,110.0,360.0,1.0,urban,BR-BLR,,Y
LP200117,Female,No,0,Graduate,No,3454,0.0,78.0,384.0,1.0,Urban,BR-KOL,,Y
LP200143,Male,Yes,2,Not Graduate,no,3122,2135.0,125.0,384.0,1.0,Urban,BR-HYD,,Y
LP200140,Female,No,0,Graduate,No,4195,0.0,70.0,336.0,1.0,Semiurban,BR-CHN,,Y
LP001713,Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,BR-MUM,,Y
LP001327,female,Yes,,Graduate,No,2484,2302.0,137.0,360.0,1.0,Semiurban,BR-HYD,,Y
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,BR-BLR,,Y
LP200115,,Yes,0,Graduate,No,2826,1453.0,89.0,336.0,1.0,Urban,BR-KOL,,Y
LP200090,Male,No,0,Graduate,No,14005,0.0,257.0,360.0,0.0,Semiurban,BR-KOL,,N
LP200113,Male,Yes,0,Graduate,No,3662,1671.0,136.0,360.0,1.0,Semiurban,BR-DEL,referred by agent,Y
LP002868,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,BR-DEL,pending review,Y
LP001698,Male,No,0,Not Graduate,No,31215,2531.0,55.0,360.0,1.0,Rural,BR-CHN,follow-up needed,Y
LP002082,male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP001543,Male,Yes,1,Graduate,no,9538,0.0,187.0,360.0,1.0,URBAN,BR-BLR,,Y
LP200059,Male,Yes,0,Not Graduate,No,3007,3002.0,,372.0,0.0,Urban,BR-MUM,pending review,N
LP002347,Male,  Yes ,0,Graduate,no,3246,1417.0,138.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP001387,Female,Yes,0,Graduate,,2929,2333.0,139.0,360.0,1.0,Semiurban,BR-BLR,,Y
LP001778,Male,Yes,1,Graduate,,3155,1779.0,140.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,,Urban,BR-MUM,walk-in applicant,Y
LP001116,MALE,No,0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP200123,Male,No,0,Not Graduate,Yes,6166,0.0,131.0,372.0,1.0,Semiurban,BR-HYD,,Y
LP001097,Male,,1,Graduate,,4692,0.0,106.0,360.0,1.0,Rural,BR-CHN,,N
LP001947,Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,,,Y
LP002729,Male,No,1,  Graduate ,NO,11250,0.0,196.0,360.0,,Semiurban,BR-KOL,pending review,N
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,,360.0,1.0,Urban,BR-KOL,,Y
LP002098,Male,No,0,Graduate,No,2935,0.0,,360.0,1.0,Semiurban,BR-BLR,,Y
LP002315,  Male ,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,BR-KOL,pending review,N
LP002622,  Male ,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,,Rural,BR-MUM,,Y
LP002928,Male,YES,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,BR-HYD,referred by agent,Y
LP001658,Male,No,0,Graduate,No,3858,0.0,76.0,360.0,1.0,SEMIURBAN,BR-CHN,referred by agent,Y
LP200050,Male,Yes,2,Graduate,No,6597,5960.0,195.0,180.0,1.0,Semiurban,BR-CHN,,Y
LP200094,Male,Yes,0,Graduate,No,967,2844.0,105.0,,1.0,Rural,BR-BLR,pending review,Y
LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,BR-KOL,,N
LP001469,Male,No,0,Graduate,Yes,20166,0.0,650.0,480.0,,Urban,,,Y
LP200171,Male,YES,2,Graduate,No,7488,0.0,177.0,360.0,1.0,Urban,BR-BLR,,Y
LP001349,Male,No,0,Graduate,,4843,3806.0,151.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP002720,Male,  Yes ,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,BR-KOL,,Y
LP001682,Male,Yes,3+,Not Graduate,No,3992,0.0,,,1.0,  Urban ,BR-MUM,pending review,N
LP001758,Male,Yes,2,Graduate,No,6250,1695.0,210.0,360.0,1.0,Semiurban,BR-CHN,walk-in applicant,Y
LP002129,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP200173,Male,Yes,0,not graduate,No,3407,4211.0,161.0,,0.0,Rural,BR-HYD,,N
LP200074,Male,Yes,3+,Graduate,,4615,1226.0,104.0,360.0,1.0,Urban,BR-BLR,walk-in applicant,Y
LP001448,,Yes,3+,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,BR-DEL,,Y
LP200130,Male,  Yes ,0,Graduate,No,2124,2031.0,,372.0,1.0,Urban,BR-BLR,follow-up needed,Y
LP002778,Male,Yes,2,Graduate,Yes,6633,0.0,,360.0,0.0,Rural,BR-KOL,follow-up needed,N
LP001824,Male,Yes,1,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,BR-CHN,pending review,Y
LP001465,Male,Yes,0,Graduate,No,6080,2569.0,182.0,360.0,,Rural,BR-MUM,referred by agent,N
LP002693,Male,Yes,2,  Graduate ,YES,7948,7166.0,480.0,360.0,1.0,Rural,BR-MUM,,Y
LP002925,,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP001018,Male,Yes,2,Graduate,No,4006,1526.0,168.0,360.0,1.0,Urban,BR-CHN,,Y
LP002689,Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP001241,,No,0,GRADUATE,No,4300,0.0,136.0,360.0,0.0,Semiurban,BR-HYD,,N
LP200040,FEMALE,Yes,0,graduate,No,4415,0.0,110.0,372.0,1.0,Rural,BR-MUM,,N
LP002231,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,BR-DEL,,Y
LP002401,Male,Yes,0,Graduate,No,2213,1125.0,,360.0,1.0,Urban,BR-DEL,walk-in applicant,Y
LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,BR-DEL,,Y
LP200165,Male,  No ,0,Not Graduate,Yes,5830,0.0,137.0,360.0,1.0,Semiurban,,,Y
LP200077,Male,Yes,0,Graduate,No,155,1920.0,,348.0,1.0,Rural,BR-CHN,pending review,N
LP200145,Male,Yes,1,Graduate,No,2534,2158.0,111.0,348.0,1.0,Semiurban,BR-BLR,,Y
LP001491,Male,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,BR-MUM,,Y
LP002634,Female,No,,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,BR-BLR,,Y
LP200014,Male,No,0,Graduate,yes,20442,0.0,613.0,456.0,,Urban,BR-DEL,,Y
LP001343,  Male ,Yes,,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,,,Y
LP001028,Male,Yes,2,Graduate,No,3073,8106.0,200.0,360.0,,Urban,BR-CHN,follow-up needed,Y
LP200161,Male,No,0,Not Graduate,No,3074,2514.0,118.0,,1.0,Rural,BR-KOL,,Y
LP200133,Male,No,0,Graduate,No,2952,5633.0,150.0,60.0,1.0,Urban,BR-MUM,,Y
LP002097,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,BR-CHN,,Y
LP200083,Male,Yes,2,Graduate,No,1284,1048.0,17.0,,1.0,Urban,BR-DEL,,Y
LP001798,Male,Yes,2,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,BR-DEL,follow-up needed,Y
LP002738,Male,No,2,Graduate,No,3617,0.0,,360.0,1.0,Semiurban,BR-MUM,,Y
LP001345,,Yes,2,NOT GRADUATE,No,4288,3263.0,133.0,180.0,,Urban,BR-MUM,,Y
LP200095,Female,No,0,Graduate,No,4323,0.0,120.0,348.0,1.0,Semiurban,BR-MUM,,Y
LP001811,Male,Yes,0,Not Graduate,No,3406,4417.0,123.0,360.0,,Semiurban,,pending review,Y
LP002872,,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,BR-KOL,walk-in applicant,N
LP200047,Male,Yes,0,Graduate,No,2555,2567.0,161.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,BR-HYD,walk-in applicant,N
LP002788,Male,Yes,0,  Not Graduate ,No,2454,2333.0,181.0,360.0,0.0,Urban,BR-HYD,pending review,N
LP002004,Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP200151,Male,Yes,0,graduate,No,14009,2010.0,2254.0,348.0,1.0,Rural,BR-CHN,,N
LP200030,Male,No,0,Not Graduate,No,3796,1294.0,104.0,384.0,1.0,Rural,BR-DEL,,N
LP001186,Female,Yes,1,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,BR-KOL,,N
LP200019,Male,No,1,Graduate,,3773,0.0,117.0,168.0,1.0,Urban,BR-HYD,,Y
LP002847,,Yes,,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,BR-CHN,,N
LP002180,  Male ,No,0,Graduate,Yes,6822,0.0,141.0,,,Rural,BR-CHN,,Y
LP200148,Male,Yes,2,Graduate,No,4400,0.0,95.0,336.0,1.0,Urban,BR-MUM,,N
LP002236,,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,BR-HYD,walk-in applicant,N
LP002366,male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,RURAL,BR-CHN,,Y
LP002369,MALE,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,BR-KOL,,Y
LP001790,Female,No,1,Graduate,No,3812,0.0,112.0,360.0,1.0,rural,BR-HYD,,Y
LP200168,Male,No,1,Graduate,,3532,0.0,108.0,168.0,1.0,Urban,BR-KOL,,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,BR-BLR,follow-up needed,N
LP200055,Male,No,3+,Graduate,No,12931,3063.0,,372.0,1.0,Rural,BR-DEL,,N
LP001245,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP002386,MALE,No,0,Graduate,,12876,0.0,405.0,360.0,1.0,Semiurban,,,Y
